,age,discordid,minecraftid,client,version
1297,15.0,Vidhaan#4647,vidhaan,Computer ( Java Edition ),Cracked
1298,15.0,@Adityabhandari#1733,aditya388555,Computer ( Java Edition ),Cracked
1299,16.0,Bill Goldberg#1885,spider12th,Computer ( Java Edition ),Cracked
1300,18.0,Ashmit#6914,ag2005famer,Computer ( Java Edition ),Cracked
1301,15.0,Toxic_ServerYT,Toxic,Computer ( Java Edition ),Cracked
1302,15.0,ICY ADI#6054,CREEPY_GAMING009,Computer ( Java Edition ),Cracked
1303,15.0,$ARTHAK TIME$#1454,SARTHAK18,Computer ( Java Edition ),Cracked
1304,17.0,Mr.ProKiller#6981,MrProKillerYT,Computer ( Java Edition ),Paid Version
1305,16.0,Sarthak Jain#3857,SarthakJain7,Computer ( Java Edition ),Cracked
1306,19.0,@sayam#8562,Sayam1483,Mobile ( bedrock version ),Cracked
1307,6.0,Harry🔥#3261,HarryPlayZ246,Computer ( Java Edition ),Cracked
1308,16.0,@Nova Gaming 360#0722,NovaGaming360,Computer ( Java Edition ),Cracked
1309,24.0,Tanush Agarwal#0300,tanushagarwal153,Computer ( Java Edition ),Cracked
1310,13.0,GamerAarav#0083,GamerAarav,Computer ( Java Edition ),Cracked
1311,12.0,abhay shreyas#1858,abhayplayzz,Computer ( Java Edition ),Cracked
1312,21.0,ILLUSION GAMING#5990,ILLUSIONxYT,Computer ( Java Edition ),Cracked
1313,15.0,NotDarsh#3872,DarshPlays,Computer ( Java Edition ),Cracked
1314,16.0,Gaming Ak,GamingAk_Ayush,Computer ( Java Edition ),Cracked
1315,19.0,InFlamedAryan#6514,InFlamedAryan,Computer ( Java Edition ),Cracked
1316,15.0,𝓘𝓶𝓶𝓸𝓻𝓽𝓪𝓵2𝓥𝓘𝓟#4860,BhuzzBoyzzz,Computer ( Java Edition ),Cracked
1317,16.0,@!'m Vatsal#2003,VatsalisBack,Computer ( Java Edition ),Cracked
1318,18.0,ADITYA SINHA #7827,aditya sinha,Computer ( Java Edition ),Cracked
1319,28.0,KM GAMING#5275,TheKrishna,Computer ( Java Edition ),Cracked
1320,13.0,notproziyan#0739,TheRealOpGamerZA,Computer ( Java Edition ),Cracked
1321,20.0,Dansafish#5612,Dansafish,Computer ( Java Edition ),Paid Version
1322,13.0,@its gaming tech#6687,Lovepreet112,Computer ( Java Edition ),Cracked
1323,14.0,Perfect360#6660,perfect360,Computer ( Java Edition ),Cracked
1324,16.0,@rishi#2503,RK135,Computer ( Java Edition ),Cracked
1325,16.0,Lakshyaisback#4239,Lakshyaisback,Computer ( Java Edition ),Cracked
1326,15.0,AJAY#9158,ajay4050,Computer ( Java Edition ),Cracked
1327,12.0,Oliver6954#0034,Phantom4551,Mobile ( bedrock version ),Paid Version
1328,2.0,Swayam#3053,Swayam,Computer ( Java Edition ),Cracked
1329,14.0,GAMINGBEAST#6809,Gaming Beast,Computer ( Java Edition ),Cracked
1330,14.0,ferric-prime2#0159,RudyA1,Computer ( Java Edition ),Cracked
1331,28.0,Promon#4851,Smvik,Computer ( Java Edition ),Cracked
1332,13.0,AdhvikWarrior ( ✅ Bot)#5193,AdhvikWarrior,Computer ( Java Edition ),Cracked
1333,16.0,Prime_Balpreet#5576,Prime_Balpreet,Computer ( Java Edition ),Cracked
1334,15.0,@moksh#5263,aadioppp,Computer ( Java Edition ),Cracked
1335,16.0,Ebaxour#1090,GamersVerse,Computer ( Java Edition ),Paid Version
1336,13.0,UndefeatedYT#0802,UndefeatedYT,Computer ( Java Edition ),Cracked
1337,17.0,@KNOCKOUT#5193,KNOCKOUT2445,Mobile ( bedrock version ),Cracked
1338,15.0,phantom cylix,Rakesh,Mobile ( bedrock version ),Paid Version
1339,14.0,PSP Gamer7766#6275,PSP GAMER 3,Mobile ( bedrock version ),Cracked
1340,16.0, @king cobra#8464,NamanSharma123,Computer ( Java Edition ),Cracked
1341,14.0,AARON_#9819,aaronaayan,Computer ( Java Edition ),Cracked
1342,16.0,@Grizzly gaming Inc#1500,shivam0506,Computer ( Java Edition ),Cracked
1343,15.0,BADAL#2118,Hriday_Gamer,Computer ( Java Edition ),Cracked
1344,15.0,comicstar#0730,comicstarOP,Computer ( Java Edition ),Cracked
1345,17.0,𝕿𝖍𝖚𝖌♕ TIRTH #7682,tirthmanop,Computer ( Java Edition ),Cracked
1346,14.0,Adhyayan#3202,ACbros,Computer ( Java Edition ),Cracked
1347,15.0,speculargaming#3695,_sirbilliam,Computer ( Java Edition ),Paid Version
1348,17.0,Sanju#4290,SKGAMING012,Mobile ( bedrock version ),Cracked
1349,22.0,@vibhsss#1065,av1621,Computer ( Java Edition ),Paid Version
1350,16.0,akhi47jadhav#7720,akhilesh,Computer ( Java Edition ),Cracked
1351,21.0,𒆜Ariτrⱥ𒆜#2074,CallmeBinod,Mobile ( bedrock version ),Cracked
1352,17.0,PRATHAM_Sting-pubgm#0638,Pratham Negi,Computer ( Java Edition ),Cracked
1353,1.0,pratham thakar,Pratham1120,Mobile ( bedrock version ),Cracked
1354,15.0,Hashamwali#7441,PP2333,Computer ( Java Edition ),Paid Version
1355,16.0,|RJ|#6531,RJisOP,Computer ( Java Edition ),Cracked
1356,20.0,@soul_venom#5537,soul_venom,Computer ( Java Edition ),Cracked
1357,15.0,MR _INVINCIBLE#2994,mr_invincible123,Computer ( Java Edition ),Cracked
1358,17.0,@avi#6146,a_v_i_ral,Computer ( Java Edition ),Cracked
1359,17.0,♡★𝗕𝘅𝗯𝘆★♡ #9913,carryminati789,Computer ( Java Edition ),Cracked
1360,13.0,@aadarsh#5728 ,Aadarsh2579,Computer ( Java Edition ),Cracked
1361,1.0,Cyborg Gamerz#9141,CYBORGBHAI,Computer ( Java Edition ),Cracked
1362,14.0,ListocGaming#7328,mint_chance,Computer ( Java Edition ),Cracked
1363,14.0,Nishil#4261,NishilKane321,Computer ( Java Edition ),Cracked
1364,17.0,TØXIC#7008 ,VaTsAlPaTeL53,Computer ( Java Edition ),Cracked
1365,18.0,pranavsavkare#6622,savkarepranav,Computer ( Java Edition ),Cracked
1366,16.0,thtSpooky#5244,thtSpectre,Computer ( Java Edition ),Paid Version
1367,18.0,sayedvines99#0362,sayedvines,Computer ( Java Edition ),Cracked
1368,18.0,legendry gamer,Tejas patel,Mobile ( bedrock version ),Cracked
1369,16.0,GOSGAMERPlayz#6706,GODGAMERPlayz_,Computer ( Java Edition ),Paid Version
1370,18.0,ainakispiro#1073,ainakgameryt,Computer ( Java Edition ),Cracked
1371,19.0,pratham0922#6890,pratham_0922,Computer ( Java Edition ),Cracked
1372,14.0,ProGamer300#3331 ,ProGamer300 ,Computer ( Java Edition ),Cracked
1373,15.0,Vm_10#4173,Vm_10,Computer ( Java Edition ),Cracked
1374,22.0,@saksham mishra,Saksham4577,Mobile ( bedrock version ),Paid Version
1375,16.0,MJ‡HYDRA#4220,HYDRAMJROCKS,Computer ( Java Edition ),Paid Version
1376,17.0,HYPERVENOMOP#8897,HYPERVENOMOP,Computer ( Java Edition ),Cracked
1377,16.0,OmGupta31#4325,OmGupta,Computer ( Java Edition ),Cracked
1378,24.0,Toxic Gamer#2094,Ansuman,Computer ( Java Edition ),Cracked
1379,16.0,@TechoSidd#7903,TechoSidd,Mobile ( bedrock version ),Cracked
1380,16.0,Aditya#9269,ADI_TYA,Computer ( Java Edition ),Paid Version
1381,16.0,rocky#3733,Curryking6,Computer ( Java Edition ),Paid Version
1382,17.0,@HEERENDRA#0000,HEERENDRA,Computer ( Java Edition ),Cracked
1383,17.0,patelaryan#8205,patelaryan2585,Computer ( Java Edition ),Cracked
1384,18.0,@Mohit Malani#0270,Mohit900,Mobile ( bedrock version ),Cracked
1385,15.0,@bhavesh#6525,bhaveshgaming,Computer ( Java Edition ),Cracked
1386,16.0,CaptainッOM#7776,CaptainOm03,Mobile ( bedrock version ),Cracked
1387,15.0,Pk gamers,priyank321654,Computer ( Java Edition ),Cracked
1388,16.0,@Rachboy YT#0704,RachboyYT,Mobile ( bedrock version ),Cracked
1389,16.0,FreakPop♪#1568,FreakPop♪#1568,Computer ( Java Edition ),Paid Version
1390,15.0,@Prime Pranay#2077,PrimePranay,Computer ( Java Edition ),Cracked
1391,14.0,MR SICKO GAMER#2580,mr_sicko_gamer,Computer ( Java Edition ),Paid Version
1392,15.0,@Varad gole#6848,D0nZee,Computer ( Java Edition ),Cracked
1393,17.0,AnaMish#0117,anadimishra,Computer ( Java Edition ),Cracked
1394,21.0,NOVA#3931,OnlyCanoe#1639,Mobile ( bedrock version ),Cracked
1395,14.0,SAIvansh,SAIvansh,Computer ( Java Edition ),Cracked
1396,18.0,xChillArena#6207,xChillArena,Computer ( Java Edition ),Paid Version
1397,15.0,Sryking#5364,Sryking,Computer ( Java Edition ),Cracked
1398,16.0,They,Buy,Mobile ( bedrock version ),Paid Version
1399,21.0,kanishk#1143,dashingkk,Computer ( Java Edition ),Paid Version
1400,17.0,KingAditya27#0000,Finisherboi,Computer ( Java Edition ),Cracked
1401,15.0,op memer#0112,ReyPL,Computer ( Java Edition ),Cracked
1402,15.0,Krishthakur,Krish1177,Computer ( Java Edition ),Cracked
1403,16.0,@nitish2007#1982,nitish2007,Computer ( Java Edition ),Cracked
1404,15.0,@DeathListGamerz#8789,DeathListGamerz,Computer ( Java Edition ),Cracked
1405,17.0,OM Jaiswal1200,Om JAISWAL1200,Mobile ( bedrock version ),Cracked
1406,14.0,@sejal0000,Pargandada,Computer ( Java Edition ),Cracked
1407,15.0,Epic Darshu#6070,Dashastra,Computer ( Java Edition ),Cracked
1408,22.0,@Lev1#4818,DeathNo1e,Computer ( Java Edition ),Cracked
1409,16.0,GHOST_KERUL,GHOST_KERUL,Computer ( Java Edition ),Cracked
1410,15.0,Mayank#4718,Mayank27,Computer ( Java Edition ),Cracked
1411,17.0,Manas Thapa#0858,NaspaYT,Computer ( Java Edition ),Cracked
1412,17.0,@Mello_Walkz/K391#4710,Trijesty391,Computer ( Java Edition ),Paid Version
1413,15.0,Hemanth#5172,hemanth0507,Computer ( Java Edition ),Cracked
1414,17.0,msarmad._05#8553,sarmad,Computer ( Java Edition ),Cracked
1415,24.0,IGIAbssam,Abssam,Computer ( Java Edition ),Cracked
1416,16.0,idiot#7957,abaydur12,Computer ( Java Edition ),Cracked
1417,14.0,HsKsPro gaming#4514,HsKsPro,Computer ( Java Edition ),Cracked
1418,17.0,Savager,Asmitraj11,Computer ( Java Edition ),Cracked
1419,15.0,( @KAMALTHESUPERBOY #6357),kamal1112,Computer ( Java Edition ),Cracked
1420,17.0,ATHARVA#9034,SPIDEY_2,Computer ( Java Edition ),Cracked
1421,15.0,GOD_RANVEER#3462,GOD_RANVEER,Computer ( Java Edition ),Cracked
1422,14.0,ToughGamer2121#9555,Prachetan2008,Computer ( Java Edition ),Cracked
